# Gaetano Barresi
# TheHermit
# ML-CUP24
# 06/01/2025
1,0.258754,-2.342821,27.297691
2,-0.476672,1.441703,25.725007
3,1.152101,-0.005080,-14.820039
4,0.221486,-0.040084,-3.886764
5,0.026915,0.139932,3.159530
6,-1.296845,-1.646886,34.511135
7,0.254261,-0.508821,5.343617
8,-0.425843,-0.395526,-6.267081
9,-1.667856,-0.163916,15.762793
10,-0.679703,0.573991,8.815710
11,0.758851,-2.174597,26.962795
12,0.406441,1.082437,26.165497
13,-0.891997,-2.104065,28.442186
14,-1.699757,-1.138228,22.317227
15,1.781056,-1.112293,24.344634
16,0.886459,-2.109511,26.889521
17,1.108828,-0.093975,-14.985965
18,-0.313573,-0.091792,0.099708
19,0.906501,1.133715,-17.705304
20,0.196199,-2.072768,30.001282
21,-0.700354,-1.074552,10.720997
22,-0.273992,0.137923,2.313270
23,-0.595962,0.041783,-6.044777
24,1.213044,-0.650637,12.334316
25,0.067639,0.079307,-3.356452
26,1.144368,-0.033773,-14.865075
27,1.053136,0.588737,-13.877858
28,1.144079,-0.034538,-14.866449
29,-0.031119,-0.431606,4.458845
30,0.069402,0.632386,-10.563514
31,0.637175,0.238156,7.058187
32,0.802621,-2.153814,26.937126
33,-0.164309,0.077886,1.727074
34,0.144259,0.743645,-10.813138
35,0.100566,1.523655,14.101929
36,-1.451374,-1.760752,30.914972
37,-0.092513,0.106236,1.515011
38,0.639335,0.220238,-15.394391
39,0.003812,0.032348,-9.813049
40,1.141904,0.275375,-14.434257
41,1.615845,-1.359157,24.213285
42,0.379538,0.829998,7.705156
43,0.518776,1.549398,20.191623
44,-2.006728,-0.066520,21.719445
45,-0.094064,1.517617,14.205076
46,0.799275,-1.644946,17.956955
47,-1.394931,-1.894145,30.128287
48,1.099160,1.224486,19.926373
49,-1.447819,-1.778822,30.800689
50,-0.085944,0.865916,8.228223
51,-0.012072,0.063589,-9.821251
52,1.142144,-0.039494,-14.875385
53,-1.261560,-1.614354,22.652952
54,0.042402,0.135588,-1.550125
55,0.194705,1.634843,20.322864
56,1.731206,0.361108,19.447371
57,1.013762,-0.910345,12.132954
58,-1.175181,-1.675271,22.709569
59,-0.829920,-0.927850,10.553818
60,-1.037831,0.164435,9.337039
61,-1.072843,-0.463545,10.050116
62,0.266097,1.126433,26.160964
63,-0.250512,-0.072900,3.473695
64,0.211640,0.836349,-11.059787
65,-0.405385,-0.405589,-6.243240
66,-1.279797,1.314404,20.945966
67,0.653996,-1.383194,32.436531
68,-1.829957,-0.855437,26.800215
69,-0.328722,0.474987,-6.927765
70,1.523845,0.684386,25.084348
71,-1.188796,1.032762,14.905576
72,-0.226412,-0.324729,4.152269
73,-0.558647,-1.193861,10.884706
74,-1.102761,-0.314271,9.881383
75,1.761744,0.255818,19.391928
76,1.804633,-1.064072,24.367921
77,0.150022,0.152862,-2.112960
78,0.952305,0.727541,-13.517848
79,-0.013793,-2.153955,29.624334
80,-0.254575,-0.078107,3.485750
81,-0.107212,1.465061,25.622354
82,0.830553,0.194991,-9.226602
83,0.404916,0.959124,-11.737450
84,1.390300,-1.711041,26.621089
85,-1.439102,-1.826739,30.527915
86,1.099578,-1.953271,28.188631
87,-1.275748,-1.654682,34.649166
88,0.567908,0.408885,-15.499083
89,1.401139,0.157580,12.901944
90,0.882156,-2.054208,28.080866
91,-0.499699,-1.230765,10.943748
92,-1.451060,-1.699054,31.389929
93,1.157481,0.024309,-14.780515
94,-0.272823,-2.113437,27.587852
95,1.471372,0.178400,26.253900
96,0.496480,1.443774,13.900154
97,0.514604,-0.234619,6.257122
98,-0.210159,-0.084422,0.203375
99,-0.547663,-1.967195,23.074307
100,0.714493,1.077096,-16.786860
101,0.002976,0.141952,2.850374
102,1.473095,0.175450,26.254219
103,1.377993,0.315196,13.007771
104,-0.396443,0.759374,8.519296
105,-1.091923,-0.371348,9.946741
106,0.029377,0.135561,-1.462195
107,-1.325889,0.898987,26.211406
108,-0.901345,-1.870715,27.330090
109,-0.315494,-1.304660,11.100737
110,0.328286,-2.167123,27.831712
111,0.399831,0.811424,7.671031
112,0.422979,-0.397540,5.821136
113,-0.285826,0.550538,-7.095840
114,0.445978,0.701835,-8.182309
115,0.504889,-1.793004,30.948013
116,0.178613,-2.050773,23.441497
117,0.931289,-0.991237,12.061313
118,0.279819,-2.023586,30.185735
119,-0.437949,-1.260725,10.997326
120,1.215223,0.764358,13.308173
121,-0.287554,0.548007,-7.090309
122,-1.427397,0.762965,15.127892
123,0.010943,0.019220,-9.810346
124,0.846246,-0.072605,-15.279408
125,-1.130318,1.414897,20.871523
126,-1.218255,-1.174842,16.562027
127,-0.434406,0.297949,-6.477868
128,-0.130037,-0.386161,4.259913
129,0.918934,-1.587989,18.038787
130,1.066227,0.996775,13.477981
131,-0.025688,0.497037,-10.289431
132,0.742537,-0.249766,-9.633321
133,0.965715,1.112599,-18.051439
134,0.199440,-0.513767,5.191690
135,-1.049615,0.137492,9.369204
136,0.459798,-0.355484,-9.787325
137,0.669009,1.488301,20.129682
138,0.650592,0.993663,-16.441157
139,0.155706,0.759596,-10.853497
140,-1.432336,0.822437,26.230140
141,-1.477217,-1.410051,27.052654
142,0.543730,0.611923,-15.698701
143,-1.115793,-0.198447,9.752547
144,-1.207310,-1.655747,35.076651
145,-0.314352,-0.452517,-6.133232
146,0.577698,-1.693793,31.294727
147,-1.356738,-1.838803,27.956130
148,0.827177,-1.632661,17.975971
149,0.943075,1.121206,-17.921467
150,0.014566,0.139116,3.171768
151,1.332135,-1.774209,26.651428
152,-0.831822,1.549104,20.740351
153,0.042517,0.140850,3.137695
154,1.114619,-1.474565,18.175662
155,-0.303078,-0.459446,-6.113298
156,-0.098968,1.517239,14.207687
157,-0.929382,-1.854738,27.318135
158,0.040668,-1.266679,35.352190
159,0.161122,-0.002381,-3.725061
160,-1.046676,1.458246,20.833924
161,-0.251065,0.072728,1.916520
162,-0.345560,-2.095566,27.558483
163,1.069373,0.557336,-13.954421
164,-0.072886,-0.539034,-5.541970
165,-1.572119,-1.650017,27.727109
166,1.062267,0.571331,-13.920482
167,1.026168,-0.896915,12.144158
168,-2.091053,-0.459044,26.823767
169,1.487340,-1.500235,24.128418
170,-0.007577,0.052930,-9.818012
171,0.606122,-0.003729,6.741335
172,-0.113753,0.090661,1.607898
173,-0.631286,0.611240,8.764364
174,-1.404217,0.797312,15.102584
175,0.076278,-0.066454,-9.810651
176,1.402606,-1.696405,26.614379
177,1.684294,-0.838543,18.706509
178,0.554016,-0.363823,-9.766201
179,0.366023,1.484839,13.968996
180,0.731866,0.934167,26.178482
181,-1.024235,1.269744,25.906094
182,-1.349624,1.259700,20.983446
183,-0.021549,0.873868,8.168765
184,0.177964,-0.478714,-4.638417
185,0.086778,1.524238,14.109047
186,-0.120751,-0.523762,-5.700576
187,0.012103,0.051528,-0.430967
188,1.690229,-1.159128,26.442691
189,-0.811697,-2.270797,28.496657
190,-1.970068,0.260209,26.443651
191,1.254046,0.488695,26.218613
192,0.835599,0.167718,-9.259953
193,0.001166,-1.343014,11.346630
194,0.627701,-1.708215,17.843506
195,1.738518,-0.894204,26.395136
196,0.948031,1.332870,20.001002
197,-0.249298,-0.071314,3.470210
198,1.578530,-1.403762,24.187728
199,-0.920174,-2.092390,28.411479
200,-1.623335,-0.429690,15.954634
201,1.052685,0.589573,-13.875809
202,1.492756,0.141065,26.257891
203,0.879493,-0.091612,-15.260672
204,0.752372,-1.126570,11.908102
205,0.174661,0.785162,-10.920130
206,-0.001457,0.135672,3.186217
207,-1.432613,-1.777919,27.877185
208,-0.280855,-0.474624,-6.068400
209,-0.905210,-2.238157,28.642855
210,-1.410386,-1.486344,22.553917
211,0.057346,0.143908,3.108926
212,-0.116266,-0.525747,-5.684600
213,0.000932,-0.565555,-5.292362
214,0.869661,1.227035,25.338659
215,0.801913,-0.025598,-15.305868
216,-1.314137,1.288013,20.964258
217,-0.111083,-1.762262,17.393081
218,1.911984,-0.755145,24.507967
219,-1.361407,-1.530436,27.115682
220,-0.147169,0.053048,3.308852
221,0.176380,-0.481618,-4.645660
222,-1.406041,-1.880506,30.208392
223,-1.931755,-1.103092,27.244817
224,0.212110,0.880801,7.924232
225,0.917382,0.762249,-13.411296
226,0.495892,1.444008,13.900509
227,0.664291,0.551410,-8.663002
228,1.052035,-0.867934,12.167886
229,-0.191601,0.084372,1.778594
230,-0.042759,0.113244,-0.847840
231,0.191551,-2.050030,23.447904
232,-0.146374,-1.336586,11.239003
233,-1.732993,0.685077,26.241582
234,-0.042716,0.777454,-7.770342
235,-0.593109,1.617474,20.639380
236,0.852124,-0.076819,-15.275793
237,-2.086295,-0.524826,26.862645
238,-0.642741,1.605914,20.660351
239,-0.864402,1.117714,26.162603
240,0.901605,0.776049,-13.363490
241,1.593154,-1.405272,26.508250
242,-0.563831,-1.190321,10.879377
243,-0.676496,-1.592237,17.013549
244,-0.025680,0.096262,-0.692555
245,1.138913,0.311814,-14.380465
246,-0.050016,-1.287022,35.529956
247,0.046193,-0.032389,-9.805161
248,-0.149961,0.135533,2.589353
249,0.125206,-1.782390,17.539353
250,0.875472,-2.056790,28.077660
251,-0.015683,-1.343045,11.334846
252,0.083302,-2.166177,27.729305
253,-0.594194,0.045388,-6.046644
254,-0.293327,-0.238080,3.944083
255,-1.972661,0.235944,21.562160
256,1.099787,-0.100523,-15.006433
257,1.933111,-0.650196,24.553757
258,0.267436,-0.506654,5.380500
259,-1.574667,-1.647404,27.724220
